id,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,parking,area_per_bedroom,bathroom_to_bedroom_ratio,luxury_indicator,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
125,5950000.0,6525,3,2.0,4,1,0,0,0,0,0,1,2175.0,0.6666666666666666,0,False,False
126,5943000.0,15600,3,1.0,1,1,0,0,0,1,0,2,5200.0,0.3333333333333333,0,True,False
127,5880000.0,7160,3,1.0,1,1,0,1,0,0,1,2,2386.6666666666665,0.3333333333333333,0,False,True
128,5880000.0,6500,3,2.0,3,1,0,0,0,1,0,0,2166.6666666666665,0.6666666666666666,0,False,True
129,5873000.0,5500,3,1.0,3,1,1,0,0,1,0,1,1833.3333333333333,0.3333333333333333,0,False,False
130,5873000.0,11460,3,1.0,3,1,0,0,0,0,1,2,3820.0,0.3333333333333333,0,True,False
131,5866000.0,4800,3,1.0,1,1,1,1,0,0,0,0,1600.0,0.3333333333333333,0,False,True
132,5810000.0,5828,4,1.0,4,1,1,0,0,0,0,0,1457.0,0.25,0,True,False
133,5810000.0,5200,3,1.0,3,1,0,0,0,1,0,0,1733.3333333333333,0.3333333333333333,0,True,False
134,5810000.0,4800,3,1.0,3,1,0,0,0,1,0,0,1600.0,0.3333333333333333,0,False,True
135,5803000.0,7000,3,1.0,1,1,0,1,0,0,1,2,2333.3333333333335,0.3333333333333333,0,True,False
136,5775000.0,6000,3,2.0,4,1,0,0,0,1,0,0,2000.0,0.6666666666666666,0,False,True
137,5740000.0,5400,4,2.0,2,1,0,0,0,1,0,2,1350.0,0.5,0,False,True
138,5740000.0,4640,4,1.0,2,1,0,0,0,0,0,1,1160.0,0.25,0,True,False
139,5740000.0,5000,3,1.0,3,1,0,0,0,1,0,0,1666.6666666666667,0.3333333333333333,0,True,False
140,5740000.0,6360,3,1.0,1,1,1,1,0,1,1,2,2120.0,0.3333333333333333,0,False,False
141,5740000.0,5800,3,2.0,4,1,0,0,0,1,0,0,1933.3333333333333,0.6666666666666666,0,False,True
142,5652500.0,6660,4,2.0,2,1,1,1,0,0,1,1,1665.0,0.5,0,True,False
143,5600000.0,10500,4,2.0,2,1,0,0,0,0,0,1,2625.0,0.5,0,True,False
144,5600000.0,4800,5,2.0,3,0,0,1,1,0,0,0,960.0,0.4,0,False,True
145,5600000.0,4700,4,1.0,2,1,1,1,0,1,0,1,1175.0,0.25,0,False,False
146,5600000.0,5000,3,1.0,4,1,0,0,0,0,0,0,1666.6666666666667,0.3333333333333333,0,False,False
147,5600000.0,10500,2,1.0,1,1,0,0,0,0,0,1,5250.0,0.5,0,True,False
148,5600000.0,5500,3,2.0,2,1,0,0,0,0,0,1,1833.3333333333333,0.6666666666666666,0,True,False
149,5600000.0,6360,3,1.0,3,1,0,0,0,0,1,0,2120.0,0.3333333333333333,0,True,False
150,5600000.0,6600,4,2.0,1,1,0,1,0,0,1,0,1650.0,0.5,0,True,False
151,5600000.0,5136,3,1.0,2,1,1,1,0,1,1,0,1712.0,0.3333333333333333,0,False,True
152,5565000.0,4400,4,1.0,2,1,0,0,0,1,1,2,1100.0,0.25,0,True,False
153,5565000.0,5400,5,1.0,2,1,1,1,0,1,1,0,1080.0,0.2,0,False,False
154,5530000.0,3300,3,3.0,2,1,0,1,0,0,0,0,1100.0,1.0,0,True,False
155,5530000.0,3650,3,2.0,2,1,0,0,0,0,0,2,1216.6666666666667,0.6666666666666666,0,True,False
156,5530000.0,6100,3,2.0,1,1,0,1,0,0,1,2,2033.3333333333333,0.6666666666666666,0,False,False
157,5523000.0,6900,3,1.0,1,1,1,1,0,0,1,0,2300.0,0.3333333333333333,0,True,False
158,5495000.0,2817,4,2.0,2,0,1,1,0,0,0,1,704.25,0.5,0,False,False
159,5495000.0,7980,3,1.0,1,1,0,0,0,0,0,2,2660.0,0.3333333333333333,0,True,False
160,5460000.0,3150,3,2.0,1,1,1,1,0,1,0,0,1050.0,0.6666666666666666,0,False,False
161,5460000.0,6210,4,1.0,4,1,1,0,0,1,0,0,1552.5,0.25,0,False,False
162,5460000.0,6100,3,1.0,3,1,1,0,0,1,1,0,2033.3333333333333,0.3333333333333333,0,True,False
163,5460000.0,6600,4,2.0,2,1,1,1,0,0,1,0,1650.0,0.5,0,True,False
164,5425000.0,6825,3,1.0,1,1,1,1,0,1,1,0,2275.0,0.3333333333333333,0,True,False
165,5390000.0,6710,3,2.0,2,1,1,1,0,0,1,1,2236.6666666666665,0.6666666666666666,0,False,False
166,5383000.0,6450,3,2.0,1,1,1,1,1,0,0,0,2150.0,0.6666666666666666,0,False,True
167,5320000.0,7800,3,1.0,1,1,0,1,0,1,1,2,2600.0,0.3333333333333333,0,False,True
168,5285000.0,4600,2,2.0,1,1,0,0,0,1,0,2,2300.0,1.0,0,True,False
169,5250000.0,4260,4,1.0,2,1,0,1,0,1,0,0,1065.0,0.25,0,False,False
170,5250000.0,6540,4,2.0,2,0,0,0,0,1,0,0,1635.0,0.5,0,True,False
171,5250000.0,5500,3,2.0,1,1,0,1,0,0,0,0,1833.3333333333333,0.6666666666666666,0,True,False
172,5250000.0,10269,3,1.0,1,1,0,0,0,0,1,1,3423.0,0.3333333333333333,0,True,False
173,5250000.0,8400,3,1.0,2,1,1,1,0,1,1,2,2800.0,0.3333333333333333,0,False,True
174,5250000.0,5300,4,2.0,1,1,0,0,0,1,1,0,1325.0,0.5,0,False,True
175,5250000.0,3800,3,1.0,2,1,1,1,0,0,1,1,1266.6666666666667,0.3333333333333333,0,False,True
176,5250000.0,9800,4,2.0,2,1,1,0,0,0,0,2,2450.0,0.5,0,True,False
177,5250000.0,8520,3,1.0,1,1,0,0,0,1,0,2,2840.0,0.3333333333333333,0,False,False
178,5243000.0,6050,3,1.0,1,1,0,1,0,0,1,0,2016.6666666666667,0.3333333333333333,0,True,False
179,5229000.0,7085,3,1.0,1,1,1,1,0,0,1,2,2361.6666666666665,0.3333333333333333,0,True,False
180,5215000.0,3180,3,2.0,2,1,0,0,0,0,0,2,1060.0,0.6666666666666666,0,True,False
181,5215000.0,4500,4,2.0,1,0,0,1,0,1,0,2,1125.0,0.5,0,True,False
182,5215000.0,7200,3,1.0,2,1,1,1,0,0,1,1,2400.0,0.3333333333333333,0,False,False
183,5145000.0,3410,3,1.0,2,0,0,0,0,1,0,0,1136.6666666666667,0.3333333333333333,0,True,False
184,5145000.0,7980,3,1.0,1,1,0,0,0,0,1,1,2660.0,0.3333333333333333,0,True,False
185,5110000.0,3000,3,2.0,2,1,1,1,0,0,0,0,1000.0,0.6666666666666666,0,False,False
186,5110000.0,3000,3,1.0,2,1,0,1,0,0,0,0,1000.0,0.3333333333333333,0,False,True
187,5110000.0,11410,2,1.0,2,1,0,0,0,0,1,0,5705.0,0.5,0,False,False
188,5110000.0,6100,3,1.0,1,1,0,1,0,1,1,0,2033.3333333333333,0.3333333333333333,0,True,False
189,5075000.0,5720,2,1.0,2,1,0,0,0,1,1,0,2860.0,0.5,0,False,True
190,5040000.0,3540,2,1.0,1,0,1,1,0,0,0,0,1770.0,0.5,0,True,False
191,5040000.0,7600,4,1.0,2,1,0,0,0,1,0,2,1900.0,0.25,0,False,False
192,5040000.0,10700,3,1.0,2,1,1,1,0,0,0,0,3566.6666666666665,0.3333333333333333,0,True,False
193,5040000.0,6600,3,1.0,1,1,1,1,0,0,1,0,2200.0,0.3333333333333333,0,False,False
194,5033000.0,4800,2,1.0,1,1,1,1,0,0,0,0,2400.0,0.5,0,True,False
195,5005000.0,8150,3,2.0,1,1,1,1,0,0,0,0,2716.6666666666665,0.6666666666666666,0,True,False
196,4970000.0,4410,4,3.0,2,1,0,1,0,0,0,2,1102.5,0.75,0,True,False
197,4970000.0,7686,3,1.0,1,1,1,1,1,0,0,0,2562.0,0.3333333333333333,0,True,False
198,4956000.0,2800,3,2.0,2,0,0,1,0,1,0,1,933.3333333333334,0.6666666666666666,0,True,False
199,4935000.0,5948,3,1.0,2,1,0,0,0,1,0,0,1982.6666666666667,0.3333333333333333,0,True,False
200,4907000.0,4200,3,1.0,2,1,0,0,0,0,0,1,1400.0,0.3333333333333333,0,False,False
201,4900000.0,4520,3,1.0,2,1,0,1,0,1,0,0,1506.6666666666667,0.3333333333333333,0,True,False
202,4900000.0,4095,3,1.0,2,0,1,1,0,1,0,0,1365.0,0.3333333333333333,0,True,False
203,4900000.0,4120,2,1.0,1,1,0,1,0,0,0,1,2060.0,0.5,0,True,False
204,4900000.0,5400,4,1.0,2,1,0,0,0,0,0,0,1350.0,0.25,0,True,False
205,4900000.0,4770,3,1.0,1,1,1,1,0,0,0,0,1590.0,0.3333333333333333,0,True,False
206,4900000.0,6300,3,1.0,1,1,0,0,0,1,0,2,2100.0,0.3333333333333333,0,True,False
207,4900000.0,5800,2,1.0,1,1,1,1,0,1,0,0,2900.0,0.5,0,True,False
208,4900000.0,3000,3,1.0,2,1,0,1,0,1,0,0,1000.0,0.3333333333333333,0,True,False
209,4900000.0,2970,3,1.0,3,1,0,0,0,0,0,0,990.0,0.3333333333333333,0,True,False
210,4900000.0,6720,3,1.0,1,1,0,0,0,0,0,0,2240.0,0.3333333333333333,0,False,True
211,4900000.0,4646,3,1.0,2,1,1,1,0,0,0,2,1548.6666666666667,0.3333333333333333,0,True,False
212,4900000.0,12900,3,1.0,1,1,0,0,0,0,0,2,4300.0,0.3333333333333333,0,False,False
213,4893000.0,3420,4,2.0,2,1,0,1,0,1,0,2,855.0,0.5,0,True,False
214,4893000.0,4995,4,2.0,1,1,0,1,0,0,0,0,1248.75,0.5,0,True,False
215,4865000.0,4350,2,1.0,1,1,0,1,0,0,0,0,2175.0,0.5,0,False,True
216,4830000.0,4160,3,1.0,3,1,0,0,0,0,0,0,1386.6666666666667,0.3333333333333333,0,False,True
217,4830000.0,6040,3,1.0,1,1,0,0,0,0,1,2,2013.3333333333333,0.3333333333333333,0,True,False
218,4830000.0,6862,3,1.0,2,1,0,0,0,1,1,2,2287.3333333333335,0.3333333333333333,0,False,False
219,4830000.0,4815,2,1.0,1,1,0,0,0,1,1,0,2407.5,0.5,0,True,False
220,4795000.0,7000,3,1.0,2,1,0,1,0,0,0,0,2333.3333333333335,0.3333333333333333,0,False,True
221,4795000.0,8100,4,1.0,4,1,0,1,0,1,0,2,2025.0,0.25,0,True,False
222,4767000.0,3420,4,2.0,2,1,0,0,0,0,0,0,855.0,0.5,0,True,False
223,4760000.0,9166,2,1.0,1,1,0,1,0,1,0,2,4583.0,0.5,0,True,False
224,4760000.0,6321,3,1.0,2,1,0,1,0,1,0,1,2107.0,0.3333333333333333,0,False,False
225,4760000.0,10240,2,1.0,1,1,0,0,0,1,1,2,5120.0,0.5,0,False,True
226,4753000.0,6440,2,1.0,1,1,0,0,0,1,0,3,3220.0,0.5,0,True,False
227,4690000.0,5170,3,1.0,4,1,0,0,0,1,0,0,1723.3333333333333,0.3333333333333333,0,True,False
228,4690000.0,6000,2,1.0,1,1,0,1,0,1,0,1,3000.0,0.5,0,False,False
229,4690000.0,3630,3,1.0,2,1,0,0,0,0,0,2,1210.0,0.3333333333333333,0,True,False
230,4690000.0,9667,4,2.0,2,1,1,1,0,0,0,1,2416.75,0.5,0,True,False
231,4690000.0,5400,2,1.0,2,1,0,0,0,0,1,0,2700.0,0.5,0,True,False
232,4690000.0,4320,3,1.0,1,1,0,0,0,0,1,0,1440.0,0.3333333333333333,0,True,False
233,4655000.0,3745,3,1.0,2,1,0,1,0,0,0,0,1248.3333333333333,0.3333333333333333,0,False,False
234,4620000.0,4160,3,1.0,1,1,1,1,0,1,0,0,1386.6666666666667,0.3333333333333333,0,False,True
235,4620000.0,3880,3,2.0,2,1,0,1,0,0,0,2,1293.3333333333333,0.6666666666666666,0,True,False
236,4620000.0,5680,3,1.0,2,1,1,0,0,1,0,1,1893.3333333333333,0.3333333333333333,0,True,False
237,4620000.0,2870,2,1.0,2,1,1,1,0,0,1,0,1435.0,0.5,0,True,False
238,4620000.0,5010,3,1.0,2,1,0,1,0,0,0,0,1670.0,0.3333333333333333,0,True,False
239,4613000.0,4510,4,2.0,2,1,0,1,0,0,0,0,1127.5,0.5,0,True,False
240,4585000.0,4000,3,1.0,2,1,0,0,0,0,0,1,1333.3333333333333,0.3333333333333333,0,False,False
241,4585000.0,3840,3,1.0,2,1,0,0,0,0,1,1,1280.0,0.3333333333333333,0,True,False
242,4550000.0,3760,3,1.0,1,1,0,0,0,0,0,2,1253.3333333333333,0.3333333333333333,0,True,False
243,4550000.0,3640,3,1.0,2,1,0,0,0,1,0,0,1213.3333333333333,0.3333333333333333,0,False,False
244,4550000.0,2550,3,1.0,2,1,0,1,0,0,0,0,850.0,0.3333333333333333,0,False,False
245,4550000.0,5320,3,1.0,2,1,1,1,0,0,1,0,1773.3333333333333,0.3333333333333333,0,True,False
246,4550000.0,5360,3,1.0,2,1,0,0,0,0,1,2,1786.6666666666667,0.3333333333333333,0,False,True
247,4550000.0,3520,3,1.0,1,1,0,0,0,0,1,0,1173.3333333333333,0.3333333333333333,0,True,False
248,4550000.0,8400,4,1.0,4,1,0,0,0,0,0,3,2100.0,0.25,0,False,True
249,4543000.0,4100,2,2.0,1,1,1,1,0,0,0,0,2050.0,1.0,0,True,False
250,4543000.0,4990,4,2.0,2,1,1,1,0,0,1,0,1247.5,0.5,0,False,False
251,4515000.0,3510,3,1.0,3,1,0,0,0,0,0,0,1170.0,0.3333333333333333,0,True,False
252,4515000.0,3450,3,1.0,2,1,0,1,0,0,0,1,1150.0,0.3333333333333333,0,True,False
253,4515000.0,9860,3,1.0,1,1,0,0,0,0,0,0,3286.6666666666665,0.3333333333333333,0,True,False
254,4515000.0,3520,2,1.0,2,1,0,0,0,0,1,0,1760.0,0.5,0,False,False
255,4480000.0,4510,4,1.0,2,1,0,0,0,1,0,2,1127.5,0.25,0,True,False
256,4480000.0,5885,2,1.0,1,1,0,0,0,1,0,1,2942.5,0.5,0,False,True
257,4480000.0,4000,3,1.0,2,1,0,0,0,0,0,2,1333.3333333333333,0.3333333333333333,0,False,False
258,4480000.0,8250,3,1.0,1,1,0,0,0,0,0,0,2750.0,0.3333333333333333,0,False,False
259,4480000.0,4040,3,1.0,2,1,0,0,0,0,0,1,1346.6666666666667,0.3333333333333333,0,True,False
260,4473000.0,6360,2,1.0,1,1,0,1,0,1,0,1,3180.0,0.5,0,False,False
261,4473000.0,3162,3,1.0,2,1,0,0,0,1,0,1,1054.0,0.3333333333333333,0,False,False
262,4473000.0,3510,3,1.0,2,1,0,0,0,0,0,0,1170.0,0.3333333333333333,0,True,False
263,4445000.0,3750,2,1.0,1,1,1,1,0,0,0,0,1875.0,0.5,0,True,False
